Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1758144662,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1758144663,50,POST,validate_2048B_d5,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,120,0,300.0,293.2321516000229,107.60190400014835,464.24056100022426,43.56666666666667
1758144663,50,,Aggregated,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,120,0,300.0,293.2321516000229,107.60190400014835,464.24056100022426,43.56666666666667
1758144664,100,POST,validate_2048B_d5,0.000000,0.000000,370,430,480,620,750,770,780,800,810,810,810,248,0,350.0,378.951537931471,107.60190400014835,807.1326449999106,43.5
1758144664,100,,Aggregated,0.000000,0.000000,370,430,480,620,750,770,780,800,810,810,810,248,0,350.0,378.951537931471,107.60190400014835,807.1326449999106,43.5
1758144665,100,POST,validate_2048B_d5,94.000000,0.000000,490,590,690,750,830,860,970,970,970,970,970,414,0,430.0,476.63412035989984,107.60190400014835,974.9303509997844,43.45169082125604
1758144665,100,,Aggregated,94.000000,0.000000,490,590,690,750,830,860,970,970,970,970,970,414,0,430.0,476.63412035989984,107.60190400014835,974.9303509997844,43.45169082125604
1758144666,100,POST,validate_2048B_d5,110.000000,0.000000,520,610,630,640,770,840,900,970,970,970,970,651,0,470.0,491.9833519631479,107.60190400014835,974.9303509997844,43.45929339477727
1758144666,100,,Aggregated,110.000000,0.000000,520,610,630,640,770,840,900,970,970,970,970,651,0,470.0,491.9833519631479,107.60190400014835,974.9303509997844,43.45929339477727
1758144667,100,POST,validate_2048B_d5,126.333333,0.000000,520,610,640,680,820,870,910,970,970,970,970,785,0,470.0,504.11697036052954,107.60190400014835,974.9303509997844,43.47515923566879
1758144667,100,,Aggregated,126.333333,0.000000,520,610,640,680,820,870,910,970,970,970,970,785,0,470.0,504.11697036052954,107.60190400014835,974.9303509997844,43.47515923566879
1758144668,100,POST,validate_2048B_d5,135.000000,0.000000,500,610,640,660,780,860,910,960,970,970,970,943,0,470.0,500.35847078367567,107.60190400014835,974.9303509997844,43.4814422057264
1758144668,100,,Aggregated,135.000000,0.000000,500,610,640,660,780,860,910,960,970,970,970,943,0,470.0,500.35847078367567,107.60190400014835,974.9303509997844,43.4814422057264
1758144669,100,POST,validate_2048B_d5,147.200000,0.000000,530,620,660,710,800,870,910,950,970,970,970,1133,0,510.0,522.3720596169483,107.60190400014835,974.9303509997844,43.474845542806705
1758144669,100,,Aggregated,147.200000,0.000000,530,620,660,710,800,870,910,950,970,970,970,1133,0,510.0,522.3720596169483,107.60190400014835,974.9303509997844,43.474845542806705
1758144670,100,POST,validate_2048B_d5,154.166667,0.000000,510,600,640,680,780,860,910,930,970,970,970,1318,0,490.0,507.3011842086517,107.60190400014835,974.9303509997844,43.480273141122915
1758144670,100,,Aggregated,154.166667,0.000000,510,600,640,680,780,860,910,930,970,970,970,1318,0,490.0,507.3011842086517,107.60190400014835,974.9303509997844,43.480273141122915
1758144671,100,POST,validate_2048B_d5,154.000000,0.000000,500,600,650,690,790,860,910,930,970,1100,1100,1498,0,490.0,511.23389673431643,107.60190400014835,1075.947322000502,43.47596795727637
1758144671,100,,Aggregated,154.000000,0.000000,500,600,650,690,790,860,910,930,970,1100,1100,1498,0,490.0,511.23389673431643,107.60190400014835,1075.947322000502,43.47596795727637
1758144672,100,POST,validate_2048B_d5,160.125000,0.000000,500,600,650,700,790,860,900,930,990,1100,1100,1709,0,490.0,508.3922836705702,107.60190400014835,1075.947322000502,43.48273844353423
1758144672,100,,Aggregated,160.125000,0.000000,500,600,650,700,790,860,900,930,990,1100,1100,1709,0,490.0,508.3922836705702,107.60190400014835,1075.947322000502,43.48273844353423
1758144673,100,POST,validate_2048B_d5,162.555556,0.000000,530,630,690,740,820,860,900,930,990,1100,1100,1885,0,490.0,518.073576124138,107.60190400014835,1075.947322000502,43.48594164456233
1758144673,100,,Aggregated,162.555556,0.000000,530,630,690,740,820,860,900,930,990,1100,1100,1885,0,490.0,518.073576124138,107.60190400014835,1075.947322000502,43.48594164456233
1758144674,100,POST,validate_2048B_d5,166.300000,0.000000,530,620,680,730,820,870,900,930,990,1100,1100,2046,0,500.0,524.5880878064536,107.60190400014835,1075.947322000502,43.48533724340176
1758144674,100,,Aggregated,166.300000,0.000000,530,620,680,730,820,870,900,930,990,1100,1100,2046,0,500.0,524.5880878064536,107.60190400014835,1075.947322000502,43.48533724340176
1758144675,100,POST,validate_2048B_d5,170.400000,0.000000,500,620,690,740,830,870,900,930,990,1100,1100,2213,0,490.0,517.9924359042058,107.60190400014835,1075.947322000502,43.49118843199277
1758144675,100,,Aggregated,170.400000,0.000000,500,620,690,740,830,870,900,930,990,1100,1100,2213,0,490.0,517.9924359042058,107.60190400014835,1075.947322000502,43.49118843199277
1758144676,100,POST,validate_2048B_d5,172.900000,0.000000,530,650,710,750,840,870,900,930,990,1100,1100,2376,0,500.0,524.5624553371215,107.60190400014835,1075.947322000502,43.49031986531987
1758144676,100,,Aggregated,172.900000,0.000000,530,650,710,750,840,870,900,930,990,1100,1100,2376,0,500.0,524.5624553371215,107.60190400014835,1075.947322000502,43.49031986531987
1758144677,100,POST,validate_2048B_d5,177.500000,0.000000,550,640,690,730,830,860,890,930,990,1100,1100,2534,0,530.0,530.9049836854798,107.60190400014835,1075.947322000502,43.48263614838201
1758144677,100,,Aggregated,177.500000,0.000000,550,640,690,730,830,860,890,930,990,1100,1100,2534,0,530.0,530.9049836854798,107.60190400014835,1075.947322000502,43.48263614838201
1758144678,100,POST,validate_2048B_d5,176.400000,0.000000,540,610,660,690,800,860,880,900,990,1100,1100,2717,0,530.0,530.8713965804257,107.60190400014835,1075.947322000502,43.4781008465219
1758144678,100,,Aggregated,176.400000,0.000000,540,610,660,690,800,860,880,900,990,1100,1100,2717,0,530.0,530.8713965804257,107.60190400014835,1075.947322000502,43.4781008465219
1758144679,100,POST,validate_2048B_d5,172.400000,0.000000,560,620,660,690,800,860,880,900,990,1100,1100,2921,0,540.0,532.2014243943911,107.60190400014835,1075.947322000502,43.48031496062992
1758144679,100,,Aggregated,172.400000,0.000000,560,620,660,690,800,860,880,900,990,1100,1100,2921,0,540.0,532.2014243943911,107.60190400014835,1075.947322000502,43.48031496062992
1758144680,100,POST,validate_2048B_d5,171.300000,0.000000,560,620,660,710,820,860,890,930,960,990,990,3045,0,540.0,537.4569097464763,107.60190400014835,1075.947322000502,43.48045977011494
1758144680,100,,Aggregated,171.300000,0.000000,560,620,660,710,820,860,890,930,960,990,990,3045,0,540.0,537.4569097464763,107.60190400014835,1075.947322000502,43.48045977011494
1758144681,100,POST,validate_2048B_d5,173.900000,0.000000,550,610,640,680,810,860,890,930,960,1200,1200,3253,0,530.0,531.9377271930607,107.60190400014835,1206.9873909995295,43.47924992314786
1758144681,100,,Aggregated,173.900000,0.000000,550,610,640,680,810,860,890,930,960,1200,1200,3253,0,530.0,531.9377271930607,107.60190400014835,1206.9873909995295,43.47924992314786
